20;i21i20,i20i30,i30i31,i31i32,i32i33,i33i34,i34i44,i44i54,i54i55,i55i45,i45i35,i35i36,i36i46,i46i45,i45i35,i35i25,i25i24,i24i23,i23i22
21;i67i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56,i56i66,i66i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65,i65i55
22;i55i56,i56i57,i57i47,i47i46,i46i45,i45i35,i35i25,i25i24,i24i34,i34i35,i35i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10
23;i11i01,i01i00,i00i10,i10i11,i11i12,i12i13,i13i03,i03i02,i02i12,i12i22,i22i32,i32i33,i33i34,i34i35,i35i36,i36i37,i37i27,i27i17,i17i07
24;i06i16,i16i26,i26i25,i25i15,i15i16,i16i26,i26i36,i36i46,i46i56,i56i66,i66i65,i65i64,i64i74,i74i75,i75i65,i65i64,i64i63,i63i62,i62i72
25;i72i73,i73i63,i63i62,i62i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i63,i63i53,i53i54,i54i64,i64i74,i74i75,i75i65,i65i64,i64i74,i74i75
26;i27i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i05,i05i04,i04i14,i14i15,i15i05,i05i04,i04i14,i14i24,i24i34,i34i44,i44i54,i54i55
27;i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63
28;i32i33,i33i23,i23i22,i22i32,i32i42,i42i41,i41i40,i40i50,i50i51,i51i41,i41i31,i31i32,i32i42,i42i41,i41i31,i31i21,i21i11,i11i12,i12i22
29;i61i51,i51i41,i41i31,i31i32,i32i33,i33i23,i23i22,i22i32,i32i42,i42i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i62
30;i26i25,i25i24,i24i23,i23i13,i13i14,i14i15,i15i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30
31;i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i60
32;i30i31,i31i21,i21i11,i11i12,i12i22,i22i32,i32i42,i42i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i40,i40i50,i50i51
33;i67i66,i66i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i45,i45i35,i35i36,i36i46,i46i45,i45i44,i44i54,i54i64
34;i73i63,i63i53,i53i43,i43i42,i42i52,i52i53,i53i54,i54i64,i64i63,i63i53,i53i54,i54i64,i64i63,i63i62,i62i61,i61i51,i51i41,i41i31,i31i21
35;i64i74,i74i75,i75i65,i65i55,i55i56,i56i57,i57i47,i47i37,i37i27,i27i26,i26i25,i25i15,i15i16,i16i26,i26i25,i25i15,i15i16,i16i17,i17i07
36;i16i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i24,i24i34,i34i35,i35i25,i25i24,i24i23,i23i13,i13i14,i14i15,i15i16,i16i26,i26i25,i25i24
37;i62i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27
38;i41i31,i31i32,i32i42,i42i41,i41i40,i40i50,i50i51,i51i52,i52i53,i53i54,i54i55,i55i45,i45i44,i44i43,i43i33,i33i23,i23i22,i22i21,i21i20
39;i51i52,i52i62,i62i72,i72i73,i73i63,i63i62,i62i72,i72i73,i73i63,i63i53,i53i54,i54i55,i55i45,i45i35,i35i36,i36i37,i37i27,i27i17,i17i07
40;i51i41,i41i40,i40i50,i50i51,i51i41,i41i31,i31i21,i21i20,i20i30,i30i31,i31i21,i21i20,i20i30,i30i31,i31i32,i32i42,i42i52,i52i62,i62i61
41;i26i36,i36i46,i46i56,i56i66,i66i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67
42;i03i02,i02i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i12,i12i13,i13i14,i14i24,i24i23,i23i13,i13i03,i03i02,i02i01,i01i00
43;i24i34,i34i35,i35i36,i36i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i45,i45i35,i35i25,i25i24,i24i23,i23i13,i13i03
44;i57i47,i47i46,i46i56,i56i57,i57i47,i47i46,i46i56,i56i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12
45;i61i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i31,i31i21,i21i11,i11i12,i12i13
46;i67i66,i66i65,i65i64,i64i63,i63i53,i53i43,i43i33,i33i23,i23i22,i22i21,i21i20,i20i30,i30i31,i31i32,i32i42,i42i41,i41i31,i31i32,i32i33
47;i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i32,i32i42,i42i41,i41i31,i31i32,i32i33,i33i23,i23i13,i13i14
48;i43i42,i42i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i54,i54i64,i64i63,i63i53,i53i54,i54i64,i64i74,i74i75
49;i14i24,i24i23,i23i22,i22i32,i32i42,i42i52,i52i62,i62i61,i61i51,i51i41,i41i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i51,i51i52,i52i62
50;i02i12,i12i13,i13i14,i14i15,i15i16,i16i26,i26i25,i25i24,i24i34,i34i35,i35i36,i36i46,i46i56,i56i57,i57i47,i47i46,i46i56,i56i66,i66i65
51;i73i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i56,i56i66,i66i65,i65i55,i55i45,i45i44,i44i54
52;i63i53,i53i43,i43i33,i33i23,i23i22,i22i21,i21i11,i11i12,i12i13,i13i14,i14i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i26,i26i36,i36i37
53;i43i42,i42i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i61,i61i51,i51i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i62
54;i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56
55;i12i22,i22i32,i32i42,i42i52,i52i53,i53i54,i54i64,i64i63,i63i53,i53i43,i43i33,i33i34,i34i35,i35i25,i25i24,i24i34,i34i44,i44i43,i43i33
56;i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i16,i16i26,i26i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05
57;i46i45,i45i44,i44i43,i43i42,i42i52,i52i53,i53i54,i54i64,i64i74,i74i75,i75i65,i65i64,i64i63,i63i53,i53i43,i43i42,i42i52,i52i53,i53i43
58;i05i04,i04i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i51
59;i44i43,i43i42,i42i41,i41i31,i31i32,i32i42,i42i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63
60;i35i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i32,i32i33,i33i23,i23i22,i22i32,i32i42,i42i41,i41i31,i31i32,i32i33,i33i34
61;i02i01,i01i00,i00i10,i10i11,i11i12,i12i22,i22i32,i32i33,i33i23,i23i13,i13i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i14
62;i57i47,i47i46,i46i56,i56i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i26,i26i25,i25i24,i24i23,i23i22,i22i21,i21i11,i11i12
63;i16i26,i26i36,i36i46,i46i45,i45i35,i35i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i21,i21i11,i11i12,i12i22,i22i32,i32i42
64;i66i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56,i56i57,i57i47,i47i46,i46i56,i56i57,i57i47,i47i37,i37i27
65;i70i71,i71i72,i72i73,i73i74,i74i75,i75i65,i65i55,i55i45,i45i35,i35i36,i36i46,i46i56,i56i66,i66i65,i65i55,i55i56,i56i57,i57i47,i47i37
66;i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i45,i45i35,i35i25,i25i24,i24i34,i34i44,i44i54,i54i64,i64i74,i74i75,i75i76,i76i77
67;i35i36,i36i46,i46i56,i56i57,i57i47,i47i46,i46i56,i56i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12
68;i10i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71
69;i43i33,i33i23,i23i22,i22i32,i32i33,i33i23,i23i13,i13i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i31
70;i42i41,i41i31,i31i21,i21i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i31,i31i32,i32i33,i33i23,i23i13,i13i14
71;i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i60
72;i22i32,i32i33,i33i34,i34i35,i35i36,i36i46,i46i56,i56i57,i57i47,i47i37,i37i27,i27i26,i26i25,i25i24,i24i34,i34i44,i44i43,i43i42,i42i41
73;i33i23,i23i13,i13i03,i03i02,i02i12,i12i13,i13i14,i14i15,i15i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i03
74;i57i47,i47i37,i37i27,i27i26,i26i25,i25i24,i24i23,i23i22,i22i32,i32i33,i33i23,i23i22,i22i21,i21i20,i20i30,i30i40,i40i50,i50i60,i60i70
75;i40i50,i50i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i45
76;i23i13,i13i14,i14i15,i15i16,i16i26,i26i36,i36i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i46
77;i71i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27
78;i33i23,i23i22,i22i21,i21i11,i11i12,i12i13,i13i14,i14i24,i24i34,i34i44,i44i54,i54i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47
79;i60i70,i70i71,i71i72,i72i73,i73i63,i63i62,i62i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65
80;i51i52,i52i53,i53i43,i43i42,i42i41,i41i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i51,i51i52,i52i62,i62i72
81;i56i66,i66i65,i65i55,i55i45,i45i35,i35i25,i25i24,i24i23,i23i22,i22i21,i21i11,i11i12,i12i13,i13i14,i14i15,i15i16,i16i26,i26i36,i36i37
82;i66i65,i65i64,i64i63,i63i62,i62i72,i72i73,i73i74,i74i75,i75i65,i65i55,i55i45,i45i44,i44i43,i43i33,i33i23,i23i22,i22i32,i32i33,i33i23
83;i13i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i20,i20i30
84;i47i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i26,i26i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i17
85;i32i42,i42i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56,i56i66
86;i14i24,i24i34,i34i35,i35i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i26,i26i36,i36i46,i46i56,i56i66
87;i75i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i21,i21i20,i20i30
88;i57i47,i47i46,i46i45,i45i35,i35i36,i36i46,i46i45,i45i44,i44i54,i54i64,i64i63,i63i62,i62i72,i72i73,i73i63,i63i53,i53i43,i43i42,i42i41
89;i57i47,i47i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i26,i26i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i16
90;i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i12,i12i22
91;i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i62,i62i61,i61i60,i60i70,i70i71,i71i72
92;i45i44,i44i54,i54i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i15
93;i44i54,i54i55,i55i45,i45i35,i35i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i21,i21i11,i11i12
94;i54i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i26
95;i31i21,i21i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i43,i43i33,i33i23,i23i13,i13i14,i14i24,i24i23
96;i30i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i31,i31i32,i32i33,i33i34,i34i35,i35i25,i25i24,i24i34,i34i35,i35i36,i36i37
97;i13i14,i14i15,i15i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i12,i12i13,i13i14,i14i24,i24i34
98;i75i76,i76i77,i77i67,i67i66,i66i65,i65i64,i64i74,i74i75,i75i65,i65i55,i55i45,i45i44,i44i43,i43i42,i42i41,i41i31,i31i32,i32i42,i42i41
99;i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i26,i26i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i05
100;i64i74,i74i75,i75i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56,i56i57,i57i47,i47i37,i37i27,i27i17,i17i07
101;i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i21,i21i20,i20i30,i30i31,i31i32,i32i42,i42i52,i52i53,i53i54,i54i55,i55i56,i56i57
102;i07i06,i06i05,i05i04,i04i14,i14i24,i24i23,i23i22,i22i21,i21i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75
103;i01i00,i00i10,i10i20,i20i30,i30i31,i31i32,i32i42,i42i52,i52i62,i62i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i74,i74i75,i75i76,i76i77
104;i44i43,i43i33,i33i23,i23i13,i13i14,i14i24,i24i23,i23i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i12,i12i22,i22i32,i32i33,i33i34
105;i35i25,i25i15,i15i05,i05i04,i04i14,i14i24,i24i34,i34i44,i44i43,i43i33,i33i23,i23i13,i13i03,i03i02,i02i12,i12i22,i22i21,i21i11,i11i12
106;i31i32,i32i42,i42i41,i41i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i43,i43i33,i33i34
107;i65i64,i64i63,i63i53,i53i43,i43i33,i33i23,i23i13,i13i03,i03i02,i02i12,i12i22,i22i21,i21i20,i20i30,i30i31,i31i32,i32i33,i33i34,i34i35
108;i23i13,i13i14,i14i24,i24i34,i34i35,i35i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i32,i32i33,i33i23,i23i22,i22i21,i21i11
109;i71i61,i61i51,i51i52,i52i53,i53i54,i54i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i45,i45i35,i35i36,i36i37,i37i27
110;i04i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i12,i12i13,i13i14,i14i24,i24i34,i34i44,i44i43,i43i42,i42i52
111;i12i13,i13i14,i14i24,i24i34,i34i35,i35i25,i25i24,i24i34,i34i44,i44i54,i54i55,i55i56,i56i57,i57i47,i47i46,i46i45,i45i35,i35i36,i36i46
112;i10i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i51,i51i52,i52i53,i53i54,i54i64,i64i63,i63i53,i53i54,i54i55,i55i56,i56i66
113;i71i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i63,i63i53,i53i43,i43i42,i42i52,i52i53,i53i54,i54i55,i55i56,i56i66,i66i76,i76i77,i77i67
114;i05i04,i04i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i12,i12i22,i22i32,i32i33,i33i23,i23i22,i22i32,i32i33,i33i34,i34i44,i44i54,i54i64
115;i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i54,i54i55,i55i56,i56i57
116;i44i43,i43i42,i42i41,i41i31,i31i32,i32i42,i42i52,i52i53,i53i54,i54i64,i64i74,i74i75,i75i65,i65i64,i64i63,i63i62,i62i61,i61i60,i60i70
117;i52i53,i53i43,i43i33,i33i34,i34i35,i35i25,i25i15,i15i05,i05i04,i04i14,i14i15,i15i16,i16i26,i26i36,i36i37,i37i27,i27i17,i17i07,i07i06
118;i64i63,i63i62,i62i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i56,i56i66,i66i76
119;i33i34,i34i44,i44i43,i43i33,i33i23,i23i22,i22i32,i32i33,i33i23,i23i13,i13i03,i03i02,i02i12,i12i22,i22i32,i32i42,i42i52,i52i62,i62i61
120;i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i51,i51i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i72,i72i73
121;i60i70,i70i71,i71i72,i72i73,i73i63,i63i62,i62i61,i61i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i43
122;i62i72,i72i73,i73i74,i74i75,i75i65,i65i55,i55i45,i45i35,i35i25,i25i24,i24i23,i23i22,i22i32,i32i42,i42i41,i41i40,i40i50,i50i51,i51i52
123;i25i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i31,i31i32,i32i42,i42i41,i41i40
124;i30i31,i31i32,i32i33,i33i34,i34i35,i35i25,i25i15,i15i16,i16i26,i26i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06
125;i27i26,i26i25,i25i24,i24i34,i34i44,i44i54,i54i55,i55i45,i45i35,i35i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i15
126;i47i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i26,i26i36,i36i46,i46i56,i56i57,i57i47,i47i46,i46i45,i45i35,i35i36,i36i46,i46i45,i45i44
127;i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i26,i26i36,i36i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i64,i64i63
128;i07i06,i06i05,i05i04,i04i14,i14i24,i24i23,i23i13,i13i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i12,i12i13
129;i50i51,i51i52,i52i62,i62i72,i72i73,i73i63,i63i62,i62i61,i61i51,i51i52,i52i53,i53i54,i54i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66
130;i54i55,i55i45,i45i35,i35i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i14,i14i24,i24i23,i23i22,i22i21,i21i20,i20i30,i30i31
131;i27i26,i26i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i20
132;i31i21,i21i11,i11i12,i12i22,i22i21,i21i11,i11i12,i12i13,i13i14,i14i15,i15i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12
133;i50i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i31,i31i21,i21i11,i11i12,i12i22
134;i23i13,i13i03,i03i02,i02i12,i12i22,i22i21,i21i11,i11i12,i12i22,i22i32,i32i42,i42i52,i52i62,i62i72,i72i73,i73i63,i63i53,i53i54,i54i55
135;i22i21,i21i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i62,i62i72,i72i73,i73i63
136;i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i21,i21i20,i20i30,i30i31,i31i21,i21i20
137;i22i32,i32i42,i42i52,i52i53,i53i54,i54i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i26,i26i36,i36i46,i46i56
138;i02i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i12,i12i13,i13i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i12,i12i22,i22i32
139;i22i32,i32i42,i42i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63
140;i72i73,i73i74,i74i75,i75i65,i65i64,i64i63,i63i53,i53i43,i43i42,i42i52,i52i62,i62i72,i72i73,i73i63,i63i62,i62i61,i61i51,i51i52,i52i53
141;i53i43,i43i42,i42i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i40,i40i50,i50i51,i51i41,i41i31,i31i21,i21i11,i11i12
142;i14i15,i15i05,i05i04,i04i14,i14i24,i24i23,i23i13,i13i03,i03i02,i02i12,i12i13,i13i14,i14i24,i24i23,i23i13,i13i14,i14i24,i24i34,i34i35
143;i54i55,i55i45,i45i35,i35i25,i25i24,i24i23,i23i13,i13i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i32,i32i42,i42i52,i52i62
144;i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i32,i32i42,i42i52,i52i53,i53i43,i43i42,i42i52,i52i62,i62i61,i61i51
